Tidb,,,,,,,,,,Oracle,,,,,,,,,Compare
PAN,AMOUNT,LOCAL_DATE,LOCAL_TIME,ORIGTRACE,ISSUER_RP,TERMID,BB_BIN,SEQUENCE_IN_MONTH,,PAN,AMOUNT,LOCAL_DATE,LOCAL_TIME,ORIGTRACE,ISSUER_RP,TERMID,BB_BIN,SEQUENCE_IN_MONTH,
1024953336,5000,09-09-25 0:00,94719,143287,970443,11111111,970406,11013,,1024953336,5000,09-09-25 0:00,94719,143287,970443,11111111,970406,11013,0
1024953336,10000,09-09-25 0:00,94720,344414,970443,11111111,970406,11014,,1024953336,10000,09-09-25 0:00,94720,344414,970443,11111111,970406,11014,0
1024953336,500000,09-09-25 0:00,104205,379688,970443,11111111,970406,11146,,1024953336,500000,09-09-25 0:00,104205,379688,970443,11111111,970406,11146,0
1024953336,1000000,09-09-25 0:00,104205,255827,970443,11111111,970406,11145,,1024953336,1000000,09-09-25 0:00,104205,255827,970443,11111111,970406,11145,0
1024953349,5000,09-09-25 0:00,94735,175564,970443,11111111,970406,11017,,1024953349,5000,09-09-25 0:00,94735,175564,970443,11111111,970406,11017,0
1024953349,10000,09-09-25 0:00,94735,703942,970443,11111111,970406,11018,,1024953349,10000,09-09-25 0:00,94735,703942,970443,11111111,970406,11018,0
1024954241,5000,09-09-25 0:00,94321,354995,970443,11111111,970406,10955,,1024954241,5000,09-09-25 0:00,94321,354995,970443,11111111,970406,10955,0
1024954241,5000,09-09-25 0:00,101718,776651,970443,11111111,970406,11036,,1024954241,5000,09-09-25 0:00,101718,776651,970443,11111111,970406,11036,0
1024954241,5000,09-09-25 0:00,105707,980731,970443,11111111,970406,11241,,1024954241,5000,09-09-25 0:00,105707,980731,970443,11111111,970406,11241,0
1024954241,10000,09-09-25 0:00,94321,573389,970443,11111111,970406,10956,,1024954241,10000,09-09-25 0:00,94321,573389,970443,11111111,970406,10956,0
1024954241,10000,09-09-25 0:00,101718,285578,970443,11111111,970406,11035,,1024954241,10000,09-09-25 0:00,101718,285578,970443,11111111,970406,11035,0
1024954241,10000,09-09-25 0:00,105708,504516,970443,11111111,970406,11242,,1024954241,10000,09-09-25 0:00,105708,504516,970443,11111111,970406,11242,0
3.71E+13,466464,09-09-25 0:00,70013,953804,970448,1,963311,216,,3.71E+13,466464,09-09-25 0:00,70013,953804,970448,1,963311,216,0
1.101E+14,33333,09-09-25 0:00,70026,429203,970448,1,970406,218,,1.101E+14,33333,09-09-25 0:00,70026,429203,970448,1,970406,218,0
1.101E+14,44444,09-09-25 0:00,70023,429202,970448,1,970406,217,,1.101E+14,44444,09-09-25 0:00,70023,429202,970448,1,970406,217,0
1.171E+14,200000,09-09-25 0:00,92035,429215,970448,1,970406,222,,1.171E+14,200000,09-09-25 0:00,92035,429215,970448,1,970406,222,0
1.171E+14,500000,09-09-25 0:00,91532,429210,970448,1,970406,221,,1.171E+14,500000,09-09-25 0:00,91532,429210,970448,1,970406,221,0
5678996,33333,09-09-25 0:00,70032,429204,970448,1,970406,219,,5678996,33333,09-09-25 0:00,70032,429204,970448,1,970406,219,0
5678996,33333,09-09-25 0:00,70042,429205,970448,1,970406,220,,5678996,33333,09-09-25 0:00,70042,429205,970448,1,970406,220,0
5678996,44444,09-09-25 0:00,70010,429201,970448,1,970406,215,,5678996,44444,09-09-25 0:00,70010,429201,970448,1,970406,215,0
5678996,500000,09-09-25 0:00,94054,429242,970448,1,970406,223,,5678996,500000,09-09-25 0:00,94054,429242,970448,1,970406,223,0
5678996,20000000,09-09-25 0:00,102852,429255,970448,1,970406,224,,5678996,20000000,09-09-25 0:00,102852,429255,970448,1,970406,224,0
1023701257,3000,09-09-25 0:00,114527,139318,970458,2450000,970406,120,,1023701257,3000,09-09-25 0:00,114527,139318,970458,2450000,970406,120,0
8700026912,10000,09-09-25 0:00,104804,2,970466,0087GTW1,970436,1,,8700026912,10000,09-09-25 0:00,104804,2,970466,0087GTW1,970436,1,0
43098,6002,09-09-25 0:00,90021,324447,970468,11111111,970406,397,,43098,6002,09-09-25 0:00,90021,324447,970468,11111111,970406,397,0
5812626799,498890220,09-09-25 0:00,85437,392448,970488,990,970406,527,,5812626799,498890220,09-09-25 0:00,85437,392448,970488,990,970406,527,0
5812626799,498890220,09-09-25 0:00,101206,392458,970488,990,970406,529,,5812626799,498890220,09-09-25 0:00,101206,392458,970488,990,970406,529,0
5812626799,498890220,09-09-25 0:00,101209,392460,970488,990,970406,530,,5812626799,498890220,09-09-25 0:00,101209,392460,970488,990,970406,530,0
8600006868,20000,08-09-25 0:00,232502,392444,970488,990,970406,524,,8600006868,20000,08-09-25 0:00,232502,392444,970488,990,970406,524,0
8600006868,20000,08-09-25 0:00,233406,392445,970488,990,970406,525,,8600006868,20000,08-09-25 0:00,233406,392445,970488,990,970406,525,0
8600006868,50000,09-09-25 0:00,105138,392463,970488,990,970406,531,,8600006868,50000,09-09-25 0:00,105138,392463,970488,990,970406,531,0
8834723424,50000,09-09-25 0:00,95409,391471,970488,38222345,970406,528,,8834723424,50000,09-09-25 0:00,95409,391471,970488,38222345,970406,528,0
8837496777,6500,09-09-25 0:00,85355,391470,970488,35518242,970415,526,,8837496777,6500,09-09-25 0:00,85355,391470,970488,35518242,970415,526,0
421366519,30000,09-09-25 0:00,105602,384430,981957,1103,970406,520,,421366519,30000,09-09-25 0:00,105602,384430,981957,1103,970406,520,0
422489606,300000,09-09-25 0:00,93510,986766,981957,1103,970406,519,,422489606,300000,09-09-25 0:00,93510,986766,981957,1103,970406,519,0
